42020-EU-2200;0089902151928;E14 1W LED Filament Candle Torpedo Star Amber;220V/240V;E14;1W;2200;100;20000;82;360;YES;0,12 ;7,64 ;7,46 ;7,28 
42019-EU-2200;0089902151911;E14 1W LED Filament Candle Torpedo Star Clear;220V/240V;E14;1W;2200;100;20000;82;360;YES;0,12 ;10,66 ;10,40 ;10,15 
42088-EU-2700;0089902152819;E14 1W LED Filament Candle Twisted Star Clear;220V/240V;E14;1W;2700;100;30000;82;360;YES;0,12 ;7,90 ;7,71 ;7,53 
42090-EU-2700;0089902152826;E14 1W LED Filament Flame Tip Star Clear;220V/240V;E14;1W;2700;200;30000;82;360;YES;0,12 ;6,54 ;6,39 ;6,23 
42091-EU-2700;0089902152833;E14 1W LED Filamnet Flame Tip Star Amber;220V/240V;E14;1W;2700;200;30000;82;360;YES;0,12 ;8,64 ;8,43 ;8,23 
42002-EU; ;E14 2W LED Candle Filament Flame Amber;220V/240V;E14;2W;27K/30K/40K;200;30000;92;360;YES;0,12 ;5,51 ;5,38 ;5,25 
41116 EU; ;E14 2W LED Candle Filament Flame Tip Clair 93mm;220V/240V;E14;2W;27K/30K/40K;200;30000;92;360;YES;0,12 ;4,92 ;4,81 ;4,69 
55070-EU; ;E14 2W LED Candle Filament Flame Tip Frosted;220V/240V;E14;2W;27K/30K/40K;200;30000;92;360;YES;0,12 ;5,51 ;5,38 ;5,25 
41167-EU-2200;0089902151379;E14 2W LED Candle Filament Flame Tip Short Clear CRI92;220V/240V;E14;2W;27K/30K/40K;200;20000;92;360;YES;0,12 ;4,92 ;4,81 ;4,69 
41144-EU; ;E14 2W LED Candle Torpedo Filament Amber;220V/240V;E14;2W;27K/30K/40K;400;30000;92;360;YES;0,12 ;5,51 ;5,38 ;5,25 
41067-EU; ;E14 2W LED Candle Torpedo Filament Clair;220V/240V;E14;2W;27K/30K/40K;200;30000;92;360;YES;0,12 ;4,92 ;4,81 ;4,69 
42082-EU; ;E14 2W LED Candle Torpedo Filament Frosted;220V/240V;E14;2W;27K/30K/40K;200;30000;92;360;YES;0,12 ;5,51 ;5,38 ;5,25 
41148-EU-2200;0089902151218;E14 2W LED Candle Torpedo Filament Short Clear CRI92;220V/240V;E14;2W;27K/30K/40K;200;20000;92;360;YES;0,12 ;4,92 ;4,81 ;4,69 
42092-EU; ;E14 2W LED Candle Torpedo Milky White;220V/240V;E14;2W;27K/30K/40K;240;30000;92;360;YES;0,12 ;5,00 ;4,88 ;4,76 
42011-EU; ;E14 2W LED Twisted Torpedo Clear;220V/240V;E14;2W;27K/30K/40K;200;30000;92;360;YES;0,12 ;5,51 ;5,38 ;5,25 
40334-EU; ;E14 3W LED Torpedo Silver clear;220V/240V;E14;3W;27K/30K/40K;330;30000;82;240;NO;0,12 ;7,75 ;7,57 ;7,39 
42003-EU; ;E14 4W LED Candle Filament Flame Amber;220V/240V;E14;4W;27K/30K/40K;400;30000;92;360;YES;0,12 ;7,61 ;7,43 ;7,25 
41117-EU; ;E14 4W LED Candle Filament Flame Tip Clair 93mm;220V/240V;E14;4W;27K/30K/40K;400;30000;92;360;YES;0,12 ;7,02 ;6,85 ;6,69 
55071-EU; ;E14 4W LED Candle Filament Flame Tip Frosted;220V/240V;E14;4W;27K/30K/40K;400;30000;92;360;YES;0,12 ;7,61 ;7,43 ;7,25 
42055-EU-2200;0089902152222;E14 4W LED Candle Filament Flame Tip Short Clear;220V/240V;E14;4W;2200;400;30000;92;360;YES;0,12 ;7,02 ;6,85 ;6,69 
41168-EU-2200;0089902151386;E14 4W LED Candle Filament Flame Tip Short Clear CRI92;220V/240V;E14;4W;27K/30K/40K;400;30000;92;360;YES;0,12 ;7,02 ;6,85 ;6,69 
