ref0056;Shampooing Natural Amande et Avocat 237ml;;Le shampooing démêlant et hydratant sans sulfate, à l\'amande et à l\'avocat de Design Essentials, hydrate, adoucit et démêlent même les cheveux les plus bouclés, frisés, crépus.;shampooing-natural-amande-et-avocat-237ml-p-image-260857-petite.png
ref0057; Shampooing Equilibre d\'Hydratation Root2tip;; Il apporte aux cheveux secs, crépus,bouclés hydratation, brillance et douceur en nettoyant en profondeur le cuir chevelu. ;shampooing-equilibre-d-hydratation-root2tip-p-image-260991-petite.png
ref0058;SHAMPOOING NOURRISSANT À LA NOIX DE COCO;;Au tournesol et à l\'huile de coco, ce shampooing ultra-hydratant sans sulfate enlève impuretés et résidus du cheveu et du cuir chevelu. Il rétablit le niveau naturel d\'hydratation du cheveu, redéfinit les boucles tout en leur redonnant une souplesse, un éclat et une brillance plus soutenus. ;shampooing-nourrissant-a-la-noix-de-coco--p-image-265934-petite.png
ref0059;Shampooing Nourissant Natural Design Essentials;;Shampooing Nourissant Natural Design Essentials;shampooing-nourissant-natural-design-essentials-p-image-265051-petite.png
ref0060;Modes de paiement et d\'expédition;;Modes de paiement et d\'expédition;modes-de-paiement-et-d-expedition-image-265840-moyenne.png
ref0061;Leave In Conditioner, laits et lotions;;shampooing cheveux crépus;leave-in-conditioner-image-264077-moyenne.jpg
ref0062;Curl and Style Milk Shea Moisture Lait Coiffant;;shampoing KeraCare sans sulfate, nettoie, démêle, et assouplit avec efficacité;curl-and-style-milk-shea-moisture-lait-coiffant-p-image-266651-petite.png
ref0063;Raw Shea Butter Extra Moisture Transitioning Milk de Shea Moisture;;Voir les détails;raw-shea-butter-extra-moisture-transitioning-milk-de-shea-moisture-p-image-266655-petite.png
ref0064;Extra Moisture Detangler Raw Shea Butter de Shea Moisture;;Un shampoing à la texture crèmeuse douce pour nettoyer sans irriter ni dessécher les cheveux les plus secs et fragiles, hydratation en profondeur des cheveux.;extra-moisture-detangler-raw-shea-butter-de-shea-moisture-p-image-266657-petite.png
ref0065;Leave In Jamaican Black Castor Oil de Shea Moisture;;Raw Shea Butter - Shampooing de rétention d\'humidité il hydrate, adoucit et comble les brèches , laisse les cheveux maniables et soyeux. ;leave-in-jamaican-black-castor-oil-de-shea-moisture-p-image-266660-petite.png
ref0066;Strengthen Grow & Restore Styling Lotion - Jamaican Black Castor Oil Shea Moisture;;Le Shampoing Curl and Shine à base d\'hibiscus démêle, hydrate et définit les boucles en restaurant la fibre capillaire et la brillance. L\'huile de Coco nourrit en profondeur, les protéines de soie renforcent, l\'huile de Neem laisse le cheveu sain et brillant.;strengthen-grow---restore-styling-lotion-jamaican-black-castor-oil-p-image-266662-petite.png
ref0067;Lait coiffant NATURAL TOUCH;;Un shampoing reconstructeur sans sulfates qui élimine l\'accumulation de produits, tout en hydratant le cuir chevelu. Un soin cheveu intégral qui renforce la fibre capillaire de l\'intérieur. Excellent pour les cheveux affaiblis, abîmés, cassants et fourchus. ;lait-coiffant-natural-touch-p-image-260011-petite.png
ref0068;Leave In Confident Coils Styling Solution Jessicurl;;Shampooing Bio à l\'huile de Moringa, dès 3 ans. pour les cheveux secs à très secs ;leave-in-confident-coils-styling-solution-jessicurl-p-image-260557-petite.png
ref0069;Aloeba Daily Conditioner Jessicurl;;Savon Noir naturel Dudu Osun 25 grammes en format découverte. ;aloeba-daily-conditioner-jessicurl-p-image-260558-petite.png
ref0070;Lotion Rockin\' Ringlets Jessicurl ;;Shampooing solide au Karité Equitable ;lotion-rockin--ringlets-jessicurl-p-image-260553-petite.png
ref0071;Lotion Coiffante Hydratante Olive Oil Organic Root Stimulator;;Voir les détails;lotion-coiffante-hydratante-olive-oil-organic-root-stimulator-p-image-259975-petite.png
ref0072;ORS. Curls Unleashed Hair Milk 236ml;;Voir les détails;ors-curls-unleashed-hair-milk-236ml-p-image-264683-petite.png
ref0073;Leave-in ACTICURL sans rinçage ;;Voir les détails;leave-in-sans-rincage-activilong-acticurl-hydra-p-image-264057-petite.png
ref0074;LEAVE IN Soin sans Rinçage ACTIFORCE;;Nutrition et douceur garanties avec ce Shampooing Fortifiant Actiforce qui nettoie le cuir chevelu en doucuer et le libère des impuretés tout en fortifiant les longueurs. 98% d\'origine naturelle, sans paraben, silicone, ni sulfate.;leave-in--soin-sans-rincage-actiforce-p-image-267040-petite.png
ref0075;Humecteur à l\'Huile de Jojoba - Oil Moisturizer Keracare;;Hair Cleansing Cream de Jessicurl est un shampooing crémeux qui mousse peu mais nettoie et assouplit efficacement les textures épaisses, ultra sèches et les cheveux colorés.;humecteur-a-l-huile-de-jojoba-keracare-p-image-258709-petite.png
ref0076;As I Am Leave In Conditioner;;Le Shampooing Actiliss est enrichi à l\'huile d\'argan Bio, à la kératine pure et aux protéines de lait Bio. Il nourrit les cheveux, prolonge les effets du lissage et rend les cheveux doux et soyeux. ;as-i-am-leave-in-conditioner-p-image-266813-petite.png
ref0077;Lait Capillaire sans rinçage Ricin et Tea Tree La Kaz Naturelle;;Voir les détails;lait-capillaire-sans-rincage-ricin-et--tea-tree-la-kaz-naturelle-p-image-264324-petite.png
ref0078;The Great Detangler Black Earth;;Shampooing Crème au Karité Equitable La Kaz Naturelle;the-great-detangler-black-earth--soin-demelant-cheveux-naturels-p-image-258729-petite.png
ref0079;Leave In Conditioner Sans Rinçage Keracare Natural Textures;;Voir les détails;leave-in-conditioner-sans-rincage--keracare-leave-in-conditioner-p-image-259983-petite.png
ref0080;Leave-in Conditioner Curls Unleashed;;Voir les détails;leave-in-conditioner-curls-unleashed-p-image-263614-petite.png
ref0081;Baume Magic SJR;;Voir les détails;baume-magic-sjr-p-image-263597-petite.png
ref0082;Shea Coco Natural Hair Condition Daily Leave in Conditioner Tailiah Waajid;;Voir les détails;shea-coco-natural-hair-condition-daily-leave-in-conditioner-tailiah-waajid-p-image-265864-petite.png
ref0083;As I Am So Much Moisture ;;La Crème lavante douce d\'ACTIFORCE élimine les impuretés du cuir chevelu tout en douceur et procure un boost aux protéines végétales sans alourdir la chevelure. Grâce à sa texture non moussante et extra-douce, les noeuds sont limités et les cheveux démêlés pour favoriser la formation de belles boucles.;as-i-am-so-much-moisture--p-image-266823-petite.png
ref0084;Curls BLUEBLERRY BLISS REPARATIVE LEAVE IN-;;Shampooing Crème à l\'Aloe. Les cheveux sont protégés, nourris et revitalisés. Particulièrement adapté aux cheveux frisés, secs ou crépus. ;curls-blueblerry-bliss-reparative-leave-in--p-image-267065-petite.png
ref0085;Conditionneur de maintien sans rinçage Keracare;;shampoing clarifiant organic root stimulator à utiliser en alternance. Stimulant et revitalisant. Il élimine les résidus chimiques accumulés. Les pores obstrués se libèrent. il est adapté aux cheveux secs et défrisés;conditionneur-de-maintien-sans-rincage-keracare-p-image-258679-petite.png
ref0086;KeraCare Natural Texture Hair Milk Keracare Natural Textures;;Voir les détails;keracare-lait-capillaire--keracare-hair-milk-p-image-259977-petite.png
ref0087;leave in conditioner sans rincage Design Essentials;;Shampoing Clean & Natural Herbal Hair Wash Taliah Waajid;leave-in-conditioner-sans-rincage-design-essentials-p-image-260385-petite.png
ref0088;Lait capillaire Triple M Root2Tip;;Shampoing Magic SJR;lait-capillaire-triple-m-root2tip-p-image-259899-petite.png
ref0089;Lotion Naturelle Hydratante Design Essentials;;Voir les détails;lotion-naturelle-hydratante---design-essentials-p-image-260388-petite.png
ref0090;As I Am Moisture Milk ;;Herbal Cleanse Shampooing sec pour tresses et locks;as-i-am-moisture-milk--p-image-266812-petite.png
ref0091;Lait Capillaire Nappy Queen;;Voir les détails;lait-capillaire-nappy-queen-p-image-266894-petite.png
ref0092;Curls Milkshake - Boucles onctueuses;;Shampooing clarifiant locks et cheveux crépus. Il élimine les résidus de coiffage, assainit et stimule le cuir chevelu.;curls-milkshake---boucles-onctueuses-p-image-260670-petite.png
ref0093;LAIT CAPILLAIRE SMOOTHIE ANANAS Les Secrets de Loly;;Voir les détails;lait-capillaire-smoothie-ananas---p-image-257679-petite.png
ref0094;Deep Moisture Milk Cream;;nettoie les cheuveux.réhausse, prolonge et hydrate les cheveux colorés;deep-moisture-milk-cream-p-image-263604-petite.png
ref0095;Lait Sublimateur de Boucles Double Hydratation;; Pour nettoyer en douceur et apporter brillance et hydratation aux cheveux crépus, frisés. Enrichi en acides aminés de soie. ;lait-sublimateur-de-boucles-double-hydratation-p-image-263611-petite.png
ref0096;LAIT NOURRISSANT SANS RINÇAGE À LA NOIX DE COCO;;Voir les détails;lait-nourrissant-sans-rincage-a-la-noix-de-coco-p-image-265933-petite.png
ref0097;Mixed Chicks Leave In Conditionner;;Voir les détails;leave-in-conditioner-mixed-chicks-p-image-258872-petite.png
ref0098;Lait Capillaire Smoothie Vanille-Ylang (Hydratant) 250 Ml ;;Cette base shampooing sans sulfate produit une mousse abondante pour nettoyer et démêler les cheveux en profondeur sans dessécher. Neutre et enrichie en Aloe et glycérine végétale, elle convient à un usage fréquent, pour toute la famille. -;lait-capillaire-smoothie-vanille-ylang--hydratant--250-ml-p-image-257802-petite.png
ref0099;Lait Capillaire Smoothie Litchi Mure Les Secrets de Loly;;Curl Clarity de AS I AM est un shampoing clarifiant qui nettoie et élimine tous les résidus et produits accumulés sur votre cuir chevelu. Sans sulfate, il préserve la couleur des cheveux colorés et permet à vos boucles de retrouver leur vigueur.;lait-capillaire-smoothie-litchi-mure--p-image-258698-petite.png
ref0100;Modes de paiement et d\'expédition;; shampoing qui traite avec efficacité les pellicules sur cheveux afro et évitent les recidives;modes-de-paiement-et-d-expedition-image-265840-moyenne.png
ref0101;Gels coiffants;;shampooing cheveux crépus;gels-coiffants-image-264079-moyenne.jpg
ref0102;Eco Styler Olive Oil Styling Gel 710ml;;shampoing KeraCare sans sulfate, nettoie, démêle, et assouplit avec efficacité;eco-styler-olive-oil-styling-gel-710ml-p-image-265993-petite.png
ref0103;Curling Gel Soufflé Coconut & Hibiscus;;Un shampoing à la texture crèmeuse douce pour nettoyer sans irriter ni dessécher les cheveux les plus secs et fragiles, hydratation en profondeur des cheveux.;curling-gel-souffle-coconut-and-hibiscus-shea-moisture-p-image-266671-petite.png
ref0104;Blueberry Bliss Curl Control Jelly;;Raw Shea Butter - Shampooing de rétention d\'humidité il hydrate, adoucit et comble les brèches , laisse les cheveux maniables et soyeux. ;blueberry-bliss-curl-control-jelly-p-image-263854-petite.png
ref0105;Eco Styler Protein Styling Gel 473ml;;Un shampoing reconstructeur sans sulfates qui élimine l\'accumulation de produits, tout en hydratant le cuir chevelu. Un soin cheveu intégral qui renforce la fibre capillaire de l\'intérieur. Excellent pour les cheveux affaiblis, abîmés, cassants et fourchus. ;eco-styler-protein-styling-gel-473ml-p-image-264450-petite.png
ref0106;Eco Styler Super Protein Styling Gel 473ml;;Shampooing doux hydratant et relaxant. réhydrate et assouplit la fibre capillaire des cheveux frisés, secs à très secs, crépus et indisciplinés. ;eco-styler-super-protein-styling-gel-473ml-p-image-264453-petite.png
ref0107;Eco Styler Curl & Wave Pink Styling Gel 473ml ;;Voir les détails;eco-styler-curl---wave-pink-styling-gel-473ml---p-image-264449-petite.png
ref0108;Eco Styler Color Treated Yellow Styling Gel 473ml;;Voir les détails;eco-styler-color-treated-yellow-styling-gel-473ml-p-image-264451-petite.png
ref0109;Eco Styler Sport Blue Styling Gel 473ml ;;Voir les détails;eco-styler-sport-blue-styling-gel-473ml--------p-image-264452-petite.png
ref0110;Lock & Twist Gel Organic Root Stimulator;;Voir les détails;lock---twist-gel-organic-root-stimulator-p-image-259224-petite.png
ref0111;Gel de bordure à l\'huile de Monoi;;Le Savon Nuage de Coco, c\'est 100 g de pure bonheur sur les épidermes les plus secs, sensibles et fragiles des enfants comme des adultes. A base de beurres végétaux bio de Karité et de Cacao, d\'huiles bio de Chanvre et Noyaux d\'Abricot et de Lait de Coco, ce savon est 100 % naturel. Extra riche, il ne contient ni parfum ni huiles essentielles. ;gel-de-bordure-a-l-huile-de-monoi-p-image-264919-petite.png
ref0112;Gel activateur de boucles Activilong ACTICURL Hydra;;Hair Cleansing Cream de Jessicurl est un shampooing crémeux qui mousse peu mais nettoie et assouplit efficacement les textures épaisses, ultra sèches et les cheveux colorés.;gel-activateur-de-boucles-activilong-acticurl-hydra-p-image-264053-petite.png
ref0113;Eco Styler Krystal Styling Gel 710ml ;;Le Shampooing Actiliss est enrichi à l\'huile d\'argan Bio, à la kératine pure et aux protéines de lait Bio. Il nourrit les cheveux, prolonge les effets du lissage et rend les cheveux doux et soyeux. ;eco-styler-krystal-styling-gel-710ml------p-image-264454-petite.png
ref0114;Lotion Rockin\' Ringlets Jessicurl ;;Extrêmement doux et sans aucun apport chimique, le savon noir African Black Soap Aviela s\'utilise sur la peau et sur les cheveux. Purifiant et antiseptique il préserve la jeunesse de la peau et laisse le teint lumineux.;lotion-rockin--ringlets-jessicurl-p-image-260553-petite.png
ref0115;Gelebration Spray Jessicurl;;Shampooing Crème au Karité Equitable La Kaz Naturelle;gelebration-spray-jessicurl-p-image-257762-petite.png
ref0116;Soin coiffant Spiralicious JessiCurls;;Voir les détails;soin-coiffant-spiralicious-jessicurls-p-image-257566-petite.png
ref0117;Eco Styler Moroccan Argan Oil Styling Gel 710ml;;Shampooing sec idéal pour tresses, vanilles ou locks. ;eco-styler-moroccan-argan-oil-styling-gel-710ml-p-image-264455-petite.png
ref0118;KeraCare Edge tamer;;Shampooing qui nettoie en douceur, aide à retirer les restes de colle et d\'huile dans vos cheveux. Il hydrate et aide à démêler;keracare-edge-tamer-p-image-264013-petite.png
