ref0182;Masque Repair Time (Nourrissant) 230ml Les Secrets de Loly;;Ce shampooing clarifiant fluide nettoie en profondeur et élimine les dépôts et résidus sans froisser ni assécher la structure des boucles. Il purifie les cheveux crépus locksés, les cheveux secs ou bouclés.;masque-repair-time--nourrissant--230ml-p-image-257781-petite.png
ref0183;Fruit Fusion Coconut Water Weightless Masque;;Voir les détails;fruit-fusion-coconut-water-weightless-masque-p-image-267191-petite.png
ref0184;Masque Hydratation Intense Noix de Coco et Monoï;;Fruit Fusion Coconut Water Weightless Shampoo;masque-hydratation-intense-noix-de-coco-et-monoi-p-image-263610-petite.png
ref0185;Masque Préservation de l\'Elasticité;;Voir les détails;masque-preservation-de-l-elasticite-p-image-263818-petite.png
ref0186;Masque KeraCare Reconstituant Intense;;Un shampooing nourrissant qui nettoie délicatement les cheveux cheveux bouclés, frisés, crépus et défrisés en leur donnant vitalité et élasticité. Démêle en préservant de la déshydratation.;masque-reconstructeur-intense-keracare-p-image-258275-petite.png
ref0187;Après-Shampoing Bio 250 ml Doobaline;;Sans Sulfates, Silicones, Parabene, ni huiles minérales, la formule ultra douce du Shampooing Reparative Hair Wash de la gamme Bluberry bliss de la marque CURLS a de nombreux ingrédients naturels. Conçu pour les cheveux naturellement bouclés, frisés, ondulés ou crépus, il lave en douceur hydrate les cheveux en profondeur et peut être utilisé tous les jours. Contenance : 240ml;apres-shampoing-bio--250-ml-doobaline-p-image-264876-petite.png
ref0188;Pana Prana Les Délices d\'Azylis 50 ml;;Lot de 6 Savons Dudu Osun Tropical Naturals;pana-prana--les-delices-d-azylis-50-ml-p-image-264906-petite.png
ref0189;Masque Soin Sublimateur;;Shampoing pour cheveux bouclés et métissés;masque-soin-sublimateur-p-image-260901-petite.png
ref0190;Modes de paiement et d\'expédition;;Voir les détails;modes-de-paiement-et-d-expedition-image-265840-moyenne.png
ref0191;Kits et Programme de Soins Cheveux;;shampooing cheveux crépus;kits-et-programmes-image-264087-moyenne.jpg
ref0192;Kit Repair & Transition Raw Shea Butter Shea Moisture;;shampoing KeraCare sans sulfate, nettoie, démêle, et assouplit avec efficacité;raw-shea-butter-kit-reparation---transition-p-image-266653-petite.png
ref0193;Curl and Shine Kit Coconut & Hibiscus Shea Moisture;;Voir les détails;curl-and-shine-kit-coconut---hibiscus-shea-moisture-p-image-266658-petite.png
ref0194;CURLS Blueberry Bliss Wash And Go Pack;;Un shampoing à la texture crèmeuse douce pour nettoyer sans irriter ni dessécher les cheveux les plus secs et fragiles, hydratation en profondeur des cheveux.;curls-blueberry-bliss-wash-and-go-pack-p-image-266697-petite.png
ref0195;LA KAZ routine capillaire 3 soins;;Raw Shea Butter - Shampooing de rétention d\'humidité il hydrate, adoucit et comble les brèches , laisse les cheveux maniables et soyeux. ;la-kaz-routine-capillaire-3-soins-p-image-264891-petite.png
ref0196;Hair Mayonnaise associé au bonnet autochauffant;;Un shampoing reconstructeur sans sulfates qui élimine l\'accumulation de produits, tout en hydratant le cuir chevelu. Un soin cheveu intégral qui renforce la fibre capillaire de l\'intérieur. Excellent pour les cheveux affaiblis, abîmés, cassants et fourchus. ;hair-mayonnaise-et-bonnet-autochauffant-p-image-258200-petite.png
ref0197;Programme JessiCurl Cheveux fins sans parfum ;;Shampooing doux hydratant et relaxant. réhydrate et assouplit la fibre capillaire des cheveux frisés, secs à très secs, crépus et indisciplinés. ;programme-jessicurl-cheveux-fins-sans-parfum--p-image-261068-petite.png
ref0198;Programme JessiCurl Cheveux fins parfumé;;Voir les détails;programme-jessicurl-cheveux-fins-parfume-p-image-261067-petite.png
ref0199;Ensemble de Réparation et Renforcement Quinoa et Bambou;;Shampooing solide au Karité Equitable ;ensemble-de-reparation-et-renforcement-quinoa-et-bambou-p-image-263608-petite.png
ref0200;Duo Activilong Acti-REPAIR;;Shampooing Activateur de Boucles ACTICURL;duo-activilong-acti-repair-p-image-260018-petite.png
ref0201;Duo Activilong Natural Touch;;Voir les détails;duo-activilong-natural-touch-p-image-260013-petite.png
ref0202;Duo Activilong Actiliss;;Shampooing conditionneur à l\'Aloé, hydratant et protecteur, et à la fleur d\' Hibiscus, qui hydrate, renforce et assainit. Une texture crème qui ne mousse pas mais lave en douceur. Laisse les cheveux faciles à démêler, leur apporte un toucher soyeux et une belle brillance même sans après-shampoing !;duo-activilong-actiliss-p-image-260037-petite.png
ref0203;Programme Nourrissant Réparateur ;;Voir les détails;programme-nourrissant-reparateur--routine-capillaire-reparatrice--p-image-259857-petite.png
ref0204;Duo de choc keracare;;Le Savon Nuage de Coco, c\'est 100 g de pure bonheur sur les épidermes les plus secs, sensibles et fragiles des enfants comme des adultes. A base de beurres végétaux bio de Karité et de Cacao, d\'huiles bio de Chanvre et Noyaux d\'Abricot et de Lait de Coco, ce savon est 100 % naturel. Extra riche, il ne contient ni parfum ni huiles essentielles. ;duo-de-choc-keracare-p-image-264032-petite.png
ref0205; Huile de Ricin et Beurre de Karité Waam;;Nutrition et douceur garanties avec ce Shampooing Fortifiant Actiforce qui nettoie le cuir chevelu en doucuer et le libère des impuretés tout en fortifiant les longueurs. 98% d\'origine naturelle, sans paraben, silicone, ni sulfate.;huile-de-ricin-et-beurre-de-karite-waam-p-image-257680-petite.png
ref0206;Programme Nourrissant Réhydratant;;Hair Cleansing Cream de Jessicurl est un shampooing crémeux qui mousse peu mais nettoie et assouplit efficacement les textures épaisses, ultra sèches et les cheveux colorés.;programme-nourrissant-rehydratant--routine-capillaire-rehydratante-p-image-260057-petite.png
ref0207;Huile de Karité Oléique et Pur Beurre de Karité;;Voir les détails;huile-de-karite-oleique-et-pur-beurre-de-karite-p-image-260045-petite.png
ref0208;Huile de Coco 100ml et Beurre de Karité 100gr;;Voir les détails;huile-de-coco-100ml-et-beurre-de-karite-100gr-p-image-258663-petite.png
ref0209;Huile d\' avocat 100ml et Beurre de Karité 100gr;;Extrêmement doux et sans aucun apport chimique, le savon noir African Black Soap Aviela s\'utilise sur la peau et sur les cheveux. Purifiant et antiseptique il préserve la jeunesse de la peau et laisse le teint lumineux.;huile-d--avocat-100ml-et-beurre-de-karite-100gr-p-image-261155-petite.png
ref0210;Système Hydra Assouplissant Taliah Waajid ;;Shampooing Crème au Karité Equitable La Kaz Naturelle;systeme-hydra-assouplissant-taliah-waajid--routine-entretien-cheveux-crepus-p-image-259860-petite.png
ref0211;Duo Propreté Locks Noire O Naturel;;Shampooing sec idéal pour tresses, vanilles ou locks. ;duo-proprete-locks-noire-o-naturel-p-image-261050-petite.png
ref0212;Système Hydra Régénérant Black Earth;;Voir les détails;systeme-hydra-regenerant-black-earth-p-image-259859-petite.png
ref0213;Hair Mayonnaise et Shampoing clarifiant;;Shampooing qui nettoie en douceur, aide à retirer les restes de colle et d\'huile dans vos cheveux. Il hydrate et aide à démêler;hair-mayonnaise-shampoing-clarifiant--routine-capillaire-p-image-258190-petite.png
ref0214;Programme Anti-Pelliculaire Keracare;;Voir les détails;programme-anti-pelliculaire-keracare-p-image-259093-petite.png
ref0215;Pack Wash N\'Go ACTIFORCE;;Co-Wash Crème lavante douce ACTICURL;pack-wash-n-go-actiforce-p-image-267084-petite.png
ref0216;Programme JessiCurl Cheveux épais ;;Voir les détails;programme-jessicurl-cheveux-epais-----p-image-265857-petite.png
ref0217;Trio Wash and Go Cheveux Bouclés Acticurl ;;La Crème lavante douce d\'ACTIFORCE élimine les impuretés du cuir chevelu tout en douceur et procure un boost aux protéines végétales sans alourdir la chevelure. Grâce à sa texture non moussante et extra-douce, les noeuds sont limités et les cheveux démêlés pour favoriser la formation de belles boucles.;trio-wash-and-go--cheveux-boucles-acticurl-----p-image-265366-petite.png
ref0218;Pack LCO 3 Soins Actiforce;;shampoing clarifiant organic root stimulator à utiliser en alternance. Stimulant et revitalisant. Il élimine les résidus chimiques accumulés. Les pores obstrués se libèrent. il est adapté aux cheveux secs et défrisés;pack-lco-3-soins-actiforce-p-image-267086-petite.png
ref0219;« I Love my Hair » Beauty-Box ;;Shampooing clarifiant keracare Première Mousse, nettoie convenablement et efficacement tout type de cheveux, ne ternit pas le cheveu;-i-love-my-hair---beauty-box---p-image-257912-petite.png
ref0220;Programme Vitalisant et Bonnet auto-chauffant;;Voir les détails;programme-vitalisant-et-bonnet-auto-chauffant-p-image-259855-petite.png
ref0221;Huile de Jojoba 100ml et Beurre de Karité 100gr;;Voir les détails;huile-de-jojoba-100ml-et-beurre-de-karite-100gr-p-image-261082-petite.png
ref0222;Pack Wash N\'Go Leave-in ACTIFORCE;;Voir les détails;pack-wash-n-go-leave-in-actiforce-p-image-267083-petite.png
ref0223;Pack 3 Soins Intenses Actiforce;;Ce shampooing purifiant Africare assure un nettoyage en profondeur. Il élimine en douceur les impuretés sans décaper. Les cheveux et le cuir chevelu sont assainis de la racine à la pointe. Particulièrement adapté aux cheveux frisés, secs, crépus et les toutes les coiffures africaines : tresses, vanilles, locks.;pack-3-soins-intenses-actiforce-p-image-267085-petite.png
ref0224;Huile d\'Argan 100ml et Beurre de Karité 100g;;Herbal Cleanse Shampooing sec pour tresses et locks;huile-d-argan-100ml-et-beurre-de-karite-100g-p-image-261083-petite.png
ref0225;Duo Afro Natural Textures Keracare;;Voir les détails;duo-afro-natural-textures-keracare-p-image-264033-petite.png
ref0226;Kit Coiffure Coconut et Hibiscus Shea Moisture;;Shampooing clarifiant locks et cheveux crépus. Il élimine les résidus de coiffage, assainit et stimule le cuir chevelu.;kit-coiffure-coconut-et-hibiscus-shea-moisture-p-image-266698-petite.jpg
ref0227;Programme Entretien Curls;;Voir les détails;programme-entretien-curls-p-image-260672-petite.png
ref0228;Trio Soins des Tresses africare;;nettoie les cheuveux.réhausse, prolonge et hydrate les cheveux colorés;trio-soins-des-tresses-p-image-263750-petite.png
ref0229;Programme Entretien des Boucles Mixed Chicks;;Voir les détails;programme-entretien-et-coiffage-des-boucles-mixed-chicks-p-image-258332-petite.png
ref0230;Programme Cheveux Secs La Kaz Naturelle ;;Formulé à base d\'ingrédients naturels comme le Miel, le beurre de Karité, les extraits d\'Amla et de Shikakai, le Neem, les huiles d\'Argan, d\'Abyssinie et de Ricin, Honey Shea Co-Wash de Keracare Natural Textures lave efficacement et en douceur les cheveux afro. Ils sont plus forts, plus brillants et plus faciles à démêler. ;programme-cheveux-secs-la-kaz-naturelle---p-image-264329-petite.png
ref0231;Programme Duo Design Essentials Natural;;Voir les détails;programme-duo-design-essentials-natural-p-image-260375-petite.png
ref0232;Duo Hydratation Ananas Les Secrets de Loly;;Crème sucrée Les Délices d\'Azylis;duo-hydratation-ananas---p-image-257666-petite.png
ref0233;Duo Hydratation Litchi Mure Les Secrets de Loly;;Cette base shampooing sans sulfate produit une mousse abondante pour nettoyer et démêler les cheveux en profondeur sans dessécher. Neutre et enrichie en Aloe et glycérine végétale, elle convient à un usage fréquent, pour toute la famille. -;duo-hydratation-litchi-mure-p-image-257806-petite.png
ref0234;Duo Hydratation Vanille Yang Les Secrets de Loly;;shampoing Sans silicone. Idéal cheveux afro. Il pénètre en profondeur pour restaurer l\'hydratation, restructurer et promouvoir une croissance plus active.;duo-hydratation-vanille-yang--p-image-257811-petite.png
ref0235;Programme Duo Entretien Root 2 Tip;;Le shampoing détoxifie nettoie et purifie le cuir chevelu grace à sont actif bio anti pelliculaire le bois de panama complété par les poudres de coco et bambou qui vont gommer et éliminer toutes les impuretés collées aux racines. Il contient également un actif naturel, le syricalm qui apaise les cuirs chevelu les plus irrités et fragilisés.;programme-duo-entretien-root-2-tip-p-image-260995-petite.png
ref0236;Trio Soin des Tresses;;Shampoing Crème nettoyant Thermal Wonder ;trio-soin-des-tresses--routine-capillaire-cheveux-abimes--routine-capillaire-cheveux-tresses-p-image-259854-petite.png
ref0237;Coiffage des Cheveux Crépus Naturels Curls;;Shampoing clarifiant détoxifiant sans sulfate pour cheveux afro, crépus, frisés ou bouclés. ;coiffage-des-cheveux-crepus-naturels-curls-p-image-260673-petite.png
ref0238;Le Programme Maxi Boost Cheveux ;; shampoing qui traite avec efficacité les pellicules sur cheveux afro et évitent les recidives;le-programme-maxi-boost-cheveux--p-image-261038-petite.png
ref0239;Pack Coiffage Quotidien Nappy Queen;; lave les cheveux et le cuir chevelu. Les démangeaisons du cuir chevelu sont apaisées. Les résidus de coiffage sont parfaitement éliminés.les cheveux sont plus souples et faciles à coiffer. ;pack-coiffage-quotidien-nappy-queen-p-image-266889-petite.png
ref0240;Routine capillaire Curls cheveux type 3;;Voir les détails;coiffage-des-cheveux-boucles-frises-1-p-image-260674-petite.png
ref0241;Programme Réparateur SJR à la kératine ;;Voir les détails;programme-reparateur-sjr-a-la-keratine--p-image-263804-petite.png
ref0242;Programme Soin Profond SJR à la kératine;;Le shampooing Perfect Clean garantit un bon équilibre et nettoie les cheveux en douceur sans dessécher. Il convient aux cheveux naturels, traités chimiquement, bouclés, frisés, crépus, et même lisses.;programme-soin-profond-sjr-a-la-keratine-p-image-263803-petite.png
ref0243;Programme Soins Amla et Brahmi LA Kaz Naturelle ;;Fruit Fusion Coconut Water Weightless Shampoo;programme-soins-amla-et-brahmi-la-kaz-naturelle----p-image-268039-petite.png
ref0244;Système Hydra Plus Black Earth;;le shampoing démêlant et hydratant pour enfant, il lave en douceur, démêle, prépare au coiffage et redéfinit les boucles des cheveux bouclés, frisés, métissés ou crépus naturels.;systeme-hydra-plus-black-earth-p-image-259858-petite.png
ref0245;Pack 4 Soins Actiforce Lavage et Coiffage;;Voir les détails;pack-4-soins-actiforce-lavage-et-coiffage-p-image-267087-petite.png
ref0246;Coiffage des Cheveux Bouclés Frisés 2;;Un shampooing nourrissant qui nettoie délicatement les cheveux cheveux bouclés, frisés, crépus et défrisés en leur donnant vitalité et élasticité. Démêle en préservant de la déshydratation.;coiffage-des-cheveux-boucles-frises-2-p-image-259846-petite.png
ref0247;Offre Spéciale Keracare THERMAL WONDER;;Lot de 6 Savons Dudu Osun Tropical Naturals;offre-speciale-keracare-thermal-wonder-p-image-267565-petite.png
ref0248;Duo réparateur au Moringa Doobaline;;Crème de shampooing sans sulfate composée de beurres végétaux et d\'aloe vera bio reconnus pour leurs bienfaits capillaires. Sa base lavante végétale extra-douce lui confère sa texture crémeuse, non-moussante, pour nettoyer le cheveu en douceur.;duo-reparateur-au-moringa-doobaline-p-image-264881-petite.png
ref0249;Kit HAPPY HAIR enfant;;Shampoing pour cheveux bouclés et métissés;kit-happy-hair-enfant-p-image-260893-petite.png
ref0250;Routine Locks Noire ô Naturel;;Shampooing Mixed Chicks sans Sulfate lave en douceur les cheveux frisés, bouclés.;routine-locks-noire-o-naturel-p-image-261065-petite.png
ref0251;CURLS Blueberry Bliss Wash Day;;Ses agents lavants doux nettoient en profondeur sans décaper. Sans hydratant gras, Gentle Lather Shampoo de Jessicurl n\'alourdit pas les cheveux. Les boucles sont propres, douces et bien définies.;curls-blueberry-bliss-wash-day-p-image-267141-petite.png
ref0252;Kit Transition et Croissance;;Voir les détails;cheveux-en-transition--routine-capillaire-cheveux-en-transition--routine-capillaire-cheveux-cassants-p-image-260678-petite.png
ref0253;Programme Réparation Curls ;;Le shampooing démêlant et hydratant sans sulfate, à l\'amande et à l\'avocat de Design Essentials, hydrate, adoucit et démêlent même les cheveux les plus bouclés, frisés, crépus.;programme-reparation-curls-bio-p-image-259845-petite.png
ref0254;Pack Nappy Queen pour Locks;;Voir les détails;pack-nappy-queen-pour-locks-p-image-266887-petite.png
ref0255;Duo Soins Cheveux Noire O Naturel;; Il apporte aux cheveux secs, crépus,bouclés hydratation, brillance et douceur en nettoyant en profondeur le cuir chevelu. ;duo-soins-cheveux-noire-o-naturel-p-image-259010-petite.png
ref0256;CURLS Blueberry Bliss Styling Kit Pack;;Voir les détails;curls-blueberry-bliss-styling-kit-pack-p-image-267140-petite.png
ref0257;Sprays cheveux;;shampooing cheveux crépus;sprays-cheveux-image-264080-moyenne.jpg
ref0258;Shea Moisture Spray Hold and Shine Moisture Mist;;shampoing KeraCare sans sulfate, nettoie, démêle, et assouplit avec efficacité;shea-moisture-spray-hold-and-shine-moisture-mist-p-image-266649-petite.png
ref0259;Fruit Fusion Coconut Water Weightless Texture Spray ;;Voir les détails;fruit-fusion-coconut-water-weightless-texture-spray--p-image-267192-petite.png
ref0260;As I Am CocoShea Spray;;Un shampoing à la texture crèmeuse douce pour nettoyer sans irriter ni dessécher les cheveux les plus secs et fragiles, hydratation en profondeur des cheveux.;as-i-am-cocoshea-spray-p-image-266814-petite.png
ref0261;Shea Coco Natural Hair Condition Daily Leave in Conditioner Tailiah Waajid;;Raw Shea Butter - Shampooing de rétention d\'humidité il hydrate, adoucit et comble les brèches , laisse les cheveux maniables et soyeux. ;shea-coco-natural-hair-condition-daily-leave-in-conditioner-tailiah-waajid-p-image-265864-petite.png
ref0262;Spray Cheveux Honey Rain Juice Root2Tip ;;Un shampoing reconstructeur sans sulfates qui élimine l\'accumulation de produits, tout en hydratant le cuir chevelu. Un soin cheveu intégral qui renforce la fibre capillaire de l\'intérieur. Excellent pour les cheveux affaiblis, abîmés, cassants et fourchus. ;spray-cheveux-honey-rain-juice-root2tip--p-image-265870-petite.png
ref0263;Spray activateur de boucles Activilong ACTICURL Hydra;;Shampooing doux hydratant et relaxant. réhydrate et assouplit la fibre capillaire des cheveux frisés, secs à très secs, crépus et indisciplinés. ;spray-activateur-de-boucles-activilong-acticurl-hydra-p-image-264054-petite.png
ref0264;Eau Rafraichissante Boucles Coco & Monoï;;Voir les détails;eau-rafraichissante-boucles-coco---monoi-p-image-263603-petite.png
ref0265;Intense Shine Oil Mist;;Voir les détails;intense-shine-oil-mist-p-image-263606-petite.png
ref0266;k393;;Voir les détails;spray-demelant-et-revitalisant-p-image-263633-petite.png
ref0267;Curl Refresher Curls Unleashed;;Voir les détails;curl-refresher-curls-unleashed-p-image-265372-petite.png
ref0268;Spray Hydratant Cocktail Curl Reamedy 350ml Les Secrets de Loly;;Nutrition et douceur garanties avec ce Shampooing Fortifiant Actiforce qui nettoie le cuir chevelu en doucuer et le libère des impuretés tout en fortifiant les longueurs. 98% d\'origine naturelle, sans paraben, silicone, ni sulfate.;spray-hydratant-cocktail-curl-reamedy-350ml-p-image-258700-petite.png
ref0269;Spray Brillance Monoi et Coco ;;Voir les détails;spray-brillance-monoi-et-coco---p-image-261117-petite.png
ref0270;Masque Spray Multi-Soin Activilong Actiliss ;;Voir les détails;masque-spray-multi-soin-activilong-actiliss--p-image-260834-petite.png
ref0271;Awe Inspiraling Spray Jessicurl;;Shampooing Crème au Karité Equitable La Kaz Naturelle;awe-inspiraling-spray-jessicurl-p-image-260624-petite.png
ref0272;Spray démêlant express NATURAL TOUCH;;Voir les détails;spray-demelant-express-natural-touch-p-image-260010-petite.png
ref0273;Spray Coiffant Styling Bio Doobaline ;;Voir les détails;spray-coiffant-styling-bio-doobaline-p-image-264880-petite.png
ref0274;Conditionneur de maintien sans rinçage Keracare;;Shampooing qui nettoie en douceur, aide à retirer les restes de colle et d\'huile dans vos cheveux. Il hydrate et aide à démêler;conditionneur-de-maintien-sans-rincage-keracare-p-image-258679-petite.png
ref0275;Sheen Spray Olive Oil Organic Root Stimulator;;Co-Wash Crème lavante douce ACTICURL;sheen-spray-olive-oil-organic-root-stimulator-p-image-257761-petite.png
ref0276;Mist Bodifier Brume Hydratante Black Earth;;Voir les détails;mist-bodifier-brume-hydratante-black-earth-p-image-257567-petite.png
ref0277;Brume Hydratante Formule Traitante Taliah Waajid;;La Crème lavante douce d\'ACTIFORCE élimine les impuretés du cuir chevelu tout en douceur et procure un boost aux protéines végétales sans alourdir la chevelure. Grâce à sa texture non moussante et extra-douce, les noeuds sont limités et les cheveux démêlés pour favoriser la formation de belles boucles.;brume-hydratante-formule-traitante-taliah-waajid-p-image-259895-petite.png
ref0278;Brouillard botanique anti dessèchement - Africare;;shampoing clarifiant organic root stimulator à utiliser en alternance. Stimulant et revitalisant. Il élimine les résidus chimiques accumulés. Les pores obstrués se libèrent. il est adapté aux cheveux secs et défrisés;brouillard-botanique-anti-dessechement-africare-p-image-257516-petite.png
ref0279;Quenched Curls - Boucles Hydratées;;Voir les détails;quenched-curls---boucles-hydratees-p-image-260669-petite.png
ref0280;Modes de paiement et d\'expédition;;Voir les détails;modes-de-paiement-et-d-expedition-image-265840-moyenne.png
ref0281;Crèmes de coiffage;;shampooing cheveux crépus;cremes-coiffage-image-264081-moyenne.jpg
ref0282;Curl Enhancing Smoothie Coconut Hibiscus de Shea Moisture;;shampoing KeraCare sans sulfate, nettoie, démêle, et assouplit avec efficacité;curl-enhancing-smoothie-coconut-hibiscus-de-shea-moisture-p-image-266642-petite.png
ref0283;Blueberry Bliss Twist and shout Cream Curls;;Voir les détails;blueberry-bliss-twist-and-shout-cream-curls-p-image-267100-petite.png
ref0284;Chantilly de karité Mangue La Kaz Naturelle;;Raw Shea Butter - Shampooing de rétention d\'humidité il hydrate, adoucit et comble les brèches , laisse les cheveux maniables et soyeux. ;chantilly-de-karite-mangue-la-kaz-naturelle-p-image-264321-petite.png
ref0285;Chantilly de karité Monoï La Kaz Naturelle;;Un shampoing reconstructeur sans sulfates qui élimine l\'accumulation de produits, tout en hydratant le cuir chevelu. Un soin cheveu intégral qui renforce la fibre capillaire de l\'intérieur. Excellent pour les cheveux affaiblis, abîmés, cassants et fourchus. ;chantilly-de-karite-monoi-la-kaz-naturelle-p-image-264322-petite.png
ref0286;HAIRFOOD ACTIFORCE;;Shampooing doux hydratant et relaxant. réhydrate et assouplit la fibre capillaire des cheveux frisés, secs à très secs, crépus et indisciplinés. ;hairfood-actiforce-p-image-267048-petite.png
ref0287;Leave In Confident Coils Styling Solution Jessicurl;;Savon Noir naturel Dudu Osun 25 grammes en format découverte. ;leave-in-confident-coils-styling-solution-jessicurl-p-image-260557-petite.png
ref0288;PUFF CREAM Crème Soufflée ACTIFORCE;;Shampooing solide au Karité Equitable ;puff-cream-creme-soufflee-actiforce-p-image-267049-petite.png
ref0289;Crème fouettée Activilong ACTICURL Hydra;;Voir les détails;creme-fouettee-activilong-acticurl-hydra-p-image-264059-petite.png
ref0290;BEURRE Capillaire ACTIFORCE;;Shampooing Activateur de Boucles ACTICURL;beurre-capillaire-actiforce-p-image-267046-petite.png
ref0291;Fondant Magic de Coiffage SJR à la Kératine sjr005;;Voir les détails;fondant-magic-de-coiffage-sjr-a-la-keratine-p-image-263600-petite.png
ref0292;Beurre Capillaire Karité Mangue Coco La Kaz Naturelle ;;Voir les détails;beurre-capillaire-karite-mangue-coco-la-kaz-naturelle-----p-image-264323-petite.png
ref0293;taliah waajid curly curl cream;;Nutrition et douceur garanties avec ce Shampooing Fortifiant Actiforce qui nettoie le cuir chevelu en doucuer et le libère des impuretés tout en fortifiant les longueurs. 98% d\'origine naturelle, sans paraben, silicone, ni sulfate.;curly-curl-cream-by-taliah-waajid--gel-de-coiffage-cheveux-naturels-p-image-257772-petite.png
ref0294;Crème Coiffante Activilong ActiRepair;;Hair Cleansing Cream de Jessicurl est un shampooing crémeux qui mousse peu mais nettoie et assouplit efficacement les textures épaisses, ultra sèches et les cheveux colorés.;creme-coiffante-activilong-actirepair-p-image-260479-petite.png
ref0295;As I Am Twist Defining Cream ;;Voir les détails;as-i-am-twist-defining-cream--p-image-266818-petite.png
ref0296;Butter Cream Keracare Natural Textures;;Le Shampooing Actiliss est enrichi à l\'huile d\'argan Bio, à la kératine pure et aux protéines de lait Bio. Il nourrit les cheveux, prolonge les effets du lissage et rend les cheveux doux et soyeux. ;butter-cream-keracare-natural-textures-p-image-259986-petite.png
ref0297;Twist and Define Cream Keracare Natural Textures;;Voir les détails;twist-and-define-cream-keracare-natural-textures-p-image-259985-petite.png
ref0298;Shea Coco Curly Hair Curl Soufflé Taliah Waajid;;Shampooing Crème au Karité Equitable La Kaz Naturelle;shea-coco-curly-hair-curl-souffle-taliah-waajid-p-image-265863-petite.png
ref0299;Shea Coco Natural Hair Style Cream Taliah Waajid;;Shampooing sec idéal pour tresses, vanilles ou locks. ;shea-coco-natural-hair-style-cream-taliah-waajid-p-image-265865-petite.png
ref0300;As I Am CocoShea Whip ;;Shampooing qui nettoie en douceur, aide à retirer les restes de colle et d\'huile dans vos cheveux. Il hydrate et aide à démêler;as-i-am-cocoshea-whip--p-image-266825-petite.png
ref0301;Curl Defining Cream Curls Unleashed;;Voir les détails;curl-defining-cream-curls-unleashed-p-image-263617-petite.png
ref0302;Chantilly de Karite Les Secrets de Loly;;Voir les détails;chantilly-de-karite-les-secrets-de-loly-p-image-267388-petite.png
ref0303;As I Am Double Butter Cream ;;Le shampooing Réparateur Acti-REPAIR d\'Activilong fait la part belle à l\'huile d\'olive et d\'avocat, un duo de choc pour nourrir, réparer et renforcer les cheveux secs. Enrichi en vitamines E et F, en nutriments et en Oméga 3 et 6, ses agents nettoyants anti dessèchement protègent et gainent les cheveux sur toute leur longueur. Restructurés, nourris et hydratés, ils sont plus facile à coiffer et retrouvent force et vitalité;as-i-am-double-butter-cream--p-image-266819-petite.png
ref0304;Crème de conditionnement Keracare;;La Crème lavante douce d\'ACTIFORCE élimine les impuretés du cuir chevelu tout en douceur et procure un boost aux protéines végétales sans alourdir la chevelure. Grâce à sa texture non moussante et extra-douce, les noeuds sont limités et les cheveux démêlés pour favoriser la formation de belles boucles.;creme-de-conditionnement-keracare-p-image-258836-petite.png
ref0305;Keracare Crème Lustrante ;;Shampooing Crème à l\'Aloe. Les cheveux sont protégés, nourris et revitalisés. Particulièrement adapté aux cheveux frisés, secs ou crépus. ;creme-lustrante-haute-brillance-p-image-258671-petite.png
ref0306;Masque Capillaire EBENE ;;shampoing clarifiant organic root stimulator à utiliser en alternance. Stimulant et revitalisant. Il élimine les résidus chimiques accumulés. Les pores obstrués se libèrent. il est adapté aux cheveux secs et défrisés;masque-capillaire-ebene--p-image-260022-petite.png
ref0307;Gel Crème de Définition Natural ;;Shampooing clarifiant keracare Première Mousse, nettoie convenablement et efficacement tout type de cheveux, ne ternit pas le cheveu;gel-creme-de-definition-design-essentials-natural-p-image-260387-petite.png
ref0308;Curls Soufflé - Boucles dans le vent;;Shampoing Clean & Natural Herbal Hair Wash Taliah Waajid;curls-souffle---boucles-dans-le-vent-p-image-260662-petite.png
ref0309;Natural & Whipped Butter;;Voir les détails;natural---whipped-butter-p-image-263822-petite.png
ref0310;Twist & Curls Pudding root2tip;;Shampoing Magic SJR;twist---curls-pudding-root2tip-p-image-263820-petite.png
ref0311;QUENCH My Thirst Crème Moisturiser root2tip;;Voir les détails;quench-my-thirst-creme-moisturiser-root2tip-p-image-263819-petite.png
ref0312;Curls Whipped Cream;;Herbal Cleanse Shampooing sec pour tresses et locks;curls-whipped-cream-p-image-259809-petite.png
ref0313;Crème Effet Stretching;;Voir les détails;creme-effet-stretching-design-essentials-natural-p-image-258065-petite.png
ref0314;Hydratant intense à la Noix de Coco et au Monoï;;Shampooing clarifiant locks et cheveux crépus. Il élimine les résidus de coiffage, assainit et stimule le cuir chevelu.;hydratant-intense-a-la-noix-de-coco-et-au-monoi-p-image-263605-petite.png
ref0315;BAUME ULTRA HYDRATANT Coco & Monoi Design Essentials;;nettoie les cheuveux.réhausse, prolonge et hydrate les cheveux colorés;baume-ultra-hydratant-coco---monoi-design-essentials-p-image-265332-petite.png
ref0316;Baume réparateur Bio Doobaline;; Pour nettoyer en douceur et apporter brillance et hydratation aux cheveux crépus, frisés. Enrichi en acides aminés de soie. ;baume-reparateur-bio-doobaline-p-image-264877-petite.png
